id;sexo;edad;deses16;deses17;deses18;deses19;satis16;satis19
4004;NA;NA;NA;NA;1;2;NA;5
4005;NA;NA;NA;NA;1;1;NA;3
4006;NA;NA;NA;NA;1;2;NA;3
4007;NA;NA;NA;NA;2;2;NA;4
4008;NA;NA;NA;NA;1;NA;NA;NA
4009;NA;NA;NA;NA;2;1;NA;4
4010;NA;NA;NA;NA;1;1;NA;4
4011;NA;NA;NA;NA;3;2;NA;4
4012;NA;NA;NA;NA;2;2;NA;4
4013;NA;NA;NA;NA;3;4;NA;3
4014;NA;NA;NA;NA;2;1;NA;4
4015;NA;NA;NA;NA;2;2;NA;4
4016;NA;NA;NA;NA;2;1;NA;4
4017;NA;NA;NA;NA;1;1;NA;3
4018;NA;NA;NA;NA;1;2;NA;4
4019;NA;NA;NA;NA;1;2;NA;3
4020;NA;NA;NA;NA;2;2;NA;4
4021;NA;NA;NA;NA;1;NA;NA;NA
4022;NA;NA;NA;NA;2;NA;NA;NA
4023;NA;NA;NA;NA;2;4;NA;1
4024;NA;NA;NA;NA;3;2;NA;2
4025;NA;NA;NA;NA;2;4;NA;5
4026;NA;NA;NA;NA;3;4;NA;4
4027;NA;NA;NA;NA;1;NA;NA;NA
4028;NA;NA;NA;NA;2;NA;NA;NA
4029;NA;NA;NA;NA;1;1;NA;4
4030;NA;NA;NA;NA;2;2;NA;4
4031;NA;NA;NA;NA;2;2;NA;5
4032;NA;NA;NA;NA;1;1;NA;5
4033;NA;NA;NA;NA;2;1;NA;4
4034;NA;NA;NA;NA;2;NA;NA;NA
4035;NA;NA;NA;NA;1;NA;NA;NA
4036;NA;NA;NA;NA;1;NA;NA;NA
4037;NA;NA;NA;NA;2;2;NA;3
4038;NA;NA;NA;NA;1;NA;NA;4
4039;NA;NA;NA;NA;2;2;NA;4
4040;NA;NA;NA;NA;3;4;NA;1
4041;NA;NA;NA;NA;2;NA;NA;NA
4042;NA;NA;NA;NA;1;4;NA;4
4043;NA;NA;NA;NA;3;1;NA;4
4044;NA;NA;NA;NA;4;1;NA;4
4045;NA;NA;NA;NA;2;2;NA;4
4046;NA;NA;NA;NA;2;2;NA;4
4047;NA;NA;NA;NA;2;1;NA;4
4048;NA;NA;NA;NA;2;2;NA;4
4049;NA;NA;NA;NA;1;1;NA;4
4050;NA;NA;NA;NA;2;1;NA;3
4051;NA;NA;NA;NA;1;1;NA;4
4052;NA;NA;NA;NA;3;2;NA;5
4053;NA;NA;NA;NA;2;2;NA;2
4054;NA;NA;NA;NA;2;1;NA;2
4055;NA;NA;NA;NA;2;1;NA;4
4056;1;64;2;2;1;NA;5;NA
4057;NA;NA;NA;NA;3;2;NA;3
4058;NA;NA;NA;NA;2;2;NA;4
4059;NA;NA;NA;NA;1;NA;NA;NA
4060;NA;NA;NA;NA;1;NA;NA;NA
4061;NA;NA;NA;NA;3;1;NA;4
4062;NA;NA;NA;NA;1;2;NA;4
4063;NA;NA;NA;NA;1;NA;NA;NA
4064;NA;NA;NA;NA;1;1;NA;4
4065;NA;NA;NA;NA;2;2;NA;4
4066;NA;NA;NA;NA;1;1;NA;5
4067;NA;NA;NA;NA;2;NA;NA;NA
4068;NA;NA;NA;NA;3;NA;NA;NA
4069;NA;NA;NA;NA;4;1;NA;5
4070;NA;NA;NA;NA;1;3;NA;3
4071;NA;NA;NA;NA;2;4;NA;4
4072;NA;NA;NA;NA;2;2;NA;4
4073;NA;NA;NA;NA;2;2;NA;4
4074;NA;NA;NA;NA;2;NA;NA;NA
4075;NA;NA;NA;NA;4;NA;NA;NA
4076;NA;NA;NA;NA;1;2;NA;4
4077;NA;NA;NA;NA;1;2;NA;4
4078;NA;NA;NA;NA;2;2;NA;3
4079;NA;NA;NA;NA;2;2;NA;3
4080;NA;NA;NA;NA;2;1;NA;5
4081;NA;NA;NA;NA;1;NA;NA;NA
4082;NA;NA;NA;NA;1;1;NA;4
4083;NA;NA;NA;NA;2;4;NA;2
4084;NA;NA;NA;NA;1;1;NA;5
4085;NA;NA;NA;NA;2;2;NA;3
4086;NA;NA;NA;NA;2;2;NA;3
4087;NA;NA;NA;NA;2;2;NA;5
4088;NA;NA;NA;NA;2;2;NA;4
4089;NA;NA;NA;NA;1;2;NA;3
4090;NA;NA;NA;NA;2;NA;NA;NA
4091;NA;NA;NA;NA;2;2;NA;4
4092;NA;NA;NA;NA;2;1;NA;4
4093;NA;NA;NA;NA;2;3;NA;2
4094;NA;NA;NA;NA;2;3;NA;4
4095;NA;NA;NA;NA;2;NA;NA;NA
4096;NA;NA;NA;NA;2;2;NA;4
4097;NA;NA;NA;NA;1;1;NA;4
4098;NA;NA;NA;NA;2;2;NA;4
4099;NA;NA;NA;NA;2;2;NA;4
4100;NA;NA;NA;NA;1;1;NA;5
4101;NA;NA;NA;NA;2;2;NA;2
4102;NA;NA;NA;NA;1;2;NA;3
4103;NA;NA;NA;NA;2;1;NA;4
4104;NA;NA;NA;NA;2;2;NA;4
4105;NA;NA;NA;NA;5;3;NA;2
4106;NA;NA;NA;NA;2;2;NA;4
4107;NA;NA;NA;NA;4;3;NA;2
4108;NA;NA;NA;NA;3;2;NA;3
4109;NA;NA;NA;NA;2;2;NA;5
4110;NA;NA;NA;NA;2;2;NA;3
4111;NA;NA;NA;NA;2;3;NA;2
4112;NA;NA;NA;NA;1;1;NA;5
4113;NA;NA;NA;NA;2;3;NA;4
4114;NA;NA;NA;NA;4;4;NA;3
4115;NA;NA;NA;NA;2;1;NA;3
4116;NA;NA;NA;NA;1;1;NA;5
4117;NA;NA;NA;NA;2;2;NA;5
4118;NA;NA;NA;NA;5;3;NA;4
4119;NA;NA;NA;NA;2;NA;NA;NA
4120;NA;NA;NA;NA;2;2;NA;4
4121;NA;NA;NA;NA;1;2;NA;3
4122;NA;NA;NA;NA;4;3;NA;2
4123;NA;NA;NA;NA;2;NA;NA;NA
4124;NA;NA;NA;NA;2;2;NA;4
4125;NA;NA;NA;NA;3;1;NA;4
4126;NA;NA;NA;NA;2;1;NA;4
4127;NA;NA;NA;NA;2;2;NA;4
4128;NA;NA;NA;NA;2;2;NA;4
4129;NA;NA;NA;NA;2;2;NA;4
4130;NA;NA;NA;NA;2;NA;NA;NA
4131;NA;NA;NA;NA;1;2;NA;4
4132;NA;NA;NA;NA;2;2;NA;4
4133;NA;NA;NA;NA;1;2;NA;5
4134;NA;NA;NA;NA;1;1;NA;5
4135;NA;NA;NA;NA;2;1;NA;4
4136;NA;NA;NA;NA;1;1;NA;5
4137;NA;NA;NA;NA;2;NA;NA;NA
4138;NA;NA;NA;NA;2;2;NA;5
4139;NA;NA;NA;NA;2;1;NA;4
4140;NA;NA;NA;NA;1;NA;NA;NA
4141;NA;NA;NA;NA;1;NA;NA;NA
4142;NA;NA;NA;NA;4;2;NA;2
4143;NA;NA;NA;NA;1;1;NA;4
4144;NA;NA;NA;NA;2;NA;NA;NA
4145;NA;NA;NA;NA;3;3;NA;3
4146;NA;NA;NA;NA;2;2;NA;4
4147;NA;NA;NA;NA;1;NA;NA;NA
4148;NA;NA;NA;NA;2;1;NA;5
4149;NA;NA;NA;NA;2;1;NA;4
4150;NA;NA;NA;NA;1;2;NA;4
4151;NA;NA;NA;NA;1;2;NA;2
4152;NA;NA;NA;NA;2;NA;NA;NA
4153;NA;NA;NA;NA;1;NA;NA;NA
4154;NA;NA;NA;NA;1;2;NA;4
4155;NA;NA;NA;NA;1;NA;NA;NA
4156;NA;NA;NA;NA;1;NA;NA;NA
4157;NA;NA;NA;NA;1;NA;NA;NA
4158;NA;NA;NA;NA;1;2;NA;4
4159;NA;NA;NA;NA;1;1;NA;4
4160;NA;NA;NA;NA;1;1;NA;3
4161;NA;NA;NA;NA;2;2;NA;1
4162;NA;NA;NA;NA;1;2;NA;2
4163;NA;NA;NA;NA;4;NA;NA;NA
4164;NA;NA;NA;NA;2;2;NA;5
4165;NA;NA;NA;NA;2;2;NA;2
4166;NA;NA;NA;NA;1;2;NA;4
4167;NA;NA;NA;NA;2;2;NA;2
4168;NA;NA;NA;NA;2;2;NA;5
4169;NA;NA;NA;NA;1;5;NA;4
4170;NA;NA;NA;NA;2;NA;NA;NA
4171;NA;NA;NA;NA;3;1;NA;4
4172;NA;NA;NA;NA;1;1;NA;4
4173;NA;NA;NA;NA;NA;2;NA;4
4174;NA;NA;NA;NA;4;4;NA;4
4175;NA;NA;NA;NA;2;2;NA;5
4176;NA;NA;NA;NA;3;NA;NA;NA
4177;NA;NA;NA;NA;2;1;NA;3
4178;NA;NA;NA;NA;1;1;NA;4
4179;NA;NA;NA;NA;1;2;NA;4
4180;NA;NA;NA;NA;2;NA;NA;NA
4181;NA;NA;NA;NA;3;2;NA;3
4182;NA;NA;NA;NA;1;1;NA;5
4183;NA;NA;NA;NA;2;2;NA;4
4184;NA;NA;NA;NA;1;1;NA;4
4185;NA;NA;NA;NA;1;1;NA;5
4186;NA;NA;NA;NA;1;2;NA;4
4187;NA;NA;NA;NA;1;2;NA;3
4188;NA;NA;NA;NA;1;NA;NA;NA
4189;NA;NA;NA;NA;1;1;NA;3
4190;NA;NA;NA;NA;1;NA;NA;NA
4191;NA;NA;NA;NA;1;1;NA;4
4192;NA;NA;NA;NA;2;NA;NA;NA
4193;NA;NA;NA;NA;2;2;NA;4
4194;NA;NA;NA;NA;2;4;NA;2
4195;NA;NA;NA;NA;5;5;NA;2
4196;NA;NA;NA;NA;1;2;NA;5
4197;NA;NA;NA;NA;2;1;NA;4
4198;NA;NA;NA;NA;3;4;NA;3
4199;NA;NA;NA;NA;1;NA;NA;NA
4200;NA;NA;NA;NA;4;2;NA;4
4201;NA;NA;NA;NA;2;2;NA;4
4202;NA;NA;NA;NA;2;3;NA;2
4203;NA;NA;NA;NA;1;1;NA;4
4204;NA;NA;NA;NA;NA;2;NA;4
4205;NA;NA;NA;NA;1;1;NA;2
4206;NA;NA;NA;NA;1;2;NA;2
4207;NA;NA;NA;NA;2;NA;NA;NA
4208;NA;NA;NA;NA;5;2;NA;4
4209;NA;NA;NA;NA;2;2;NA;4
4210;NA;NA;NA;NA;1;1;NA;3
4211;NA;NA;NA;NA;1;3;NA;2
4212;NA;NA;NA;NA;1;2;NA;5
4213;NA;NA;NA;NA;1;2;NA;5
4214;NA;NA;NA;NA;2;2;NA;3
4215;NA;NA;NA;NA;4;4;NA;2
4216;NA;NA;NA;NA;4;2;NA;4
4217;NA;NA;NA;NA;2;2;NA;3
4218;NA;NA;NA;NA;2;2;NA;5
4219;NA;NA;NA;NA;2;2;NA;4
4220;NA;NA;NA;NA;2;2;NA;3
4221;NA;NA;NA;NA;1;NA;NA;NA
4222;NA;NA;NA;NA;3;4;NA;3
4223;NA;NA;NA;NA;1;2;NA;4
4224;NA;NA;NA;NA;2;2;NA;3
4225;NA;NA;NA;NA;2;NA;NA;NA
4226;NA;NA;NA;NA;2;3;NA;3
4227;NA;NA;NA;NA;1;4;NA;2
4228;NA;NA;NA;NA;2;2;NA;5
4229;NA;NA;NA;NA;1;NA;NA;NA
4230;NA;NA;NA;NA;4;NA;NA;NA
4231;NA;NA;NA;NA;2;2;NA;3
4232;NA;NA;NA;NA;1;1;NA;4
4233;1;50;1;2;1;1;4;5
4234;2;44;1;1;NA;NA;5;NA
4235;2;67;1;2;NA;1;4;4
4236;1;21;2;1;NA;NA;2;NA
4237;1;32;1;1;2;2;4;4
4238;NA;NA;NA;NA;1;NA;NA;NA
4239;NA;NA;NA;NA;1;2;NA;4
4240;NA;NA;NA;NA;1;NA;NA;NA
4241;NA;NA;NA;NA;1;NA;NA;NA
4242;NA;NA;NA;NA;1;NA;NA;NA
4243;NA;NA;NA;NA;2;1;NA;3
4244;NA;NA;NA;NA;1;1;NA;4
4245;NA;NA;NA;NA;2;1;NA;4
4246;NA;NA;NA;NA;2;1;NA;4
4247;NA;NA;NA;NA;1;1;NA;4
4248;NA;NA;NA;NA;1;2;NA;3
4249;NA;NA;NA;NA;1;1;NA;4
4250;NA;NA;NA;NA;2;NA;NA;NA
4251;NA;NA;NA;NA;3;NA;NA;NA
4252;NA;NA;NA;NA;5;5;NA;2
4253;NA;NA;NA;NA;1;2;NA;2
4254;NA;NA;NA;NA;1;NA;NA;NA
4255;NA;NA;NA;NA;2;NA;NA;NA
4256;NA;NA;NA;NA;1;NA;NA;NA
4257;NA;NA;NA;NA;1;NA;NA;NA
4258;NA;NA;NA;NA;1;2;NA;4
4259;NA;NA;NA;NA;1;NA;NA;NA
4260;NA;NA;NA;NA;2;NA;NA;NA
4261;NA;NA;NA;NA;2;NA;NA;NA
4262;NA;NA;NA;NA;1;2;NA;4
4263;NA;NA;NA;NA;1;NA;NA;NA
4264;NA;NA;NA;NA;5;5;NA;2
4265;NA;NA;NA;NA;1;1;NA;4
4266;NA;NA;NA;NA;2;NA;NA;NA
4267;NA;NA;NA;NA;1;NA;NA;NA
4268;NA;NA;NA;NA;1;1;NA;3
4269;NA;NA;NA;NA;1;NA;NA;NA
4270;NA;NA;NA;NA;2;1;NA;4
4271;NA;NA;NA;NA;3;4;NA;2
4272;NA;NA;NA;NA;2;NA;NA;NA
4273;NA;NA;NA;NA;1;1;NA;4
4274;NA;NA;NA;NA;2;2;NA;3
4275;NA;NA;NA;NA;2;1;NA;4
4276;NA;NA;NA;NA;1;1;NA;4
4277;NA;NA;NA;NA;1;1;NA;3
4278;NA;NA;NA;NA;1;1;NA;4
4279;NA;NA;NA;NA;3;3;NA;4
4280;NA;NA;NA;NA;2;2;NA;3
4281;NA;NA;NA;NA;1;1;NA;4
4282;NA;NA;NA;NA;2;2;NA;4
4283;NA;NA;NA;NA;2;2;NA;1
4284;NA;NA;NA;NA;1;2;NA;4
4285;NA;NA;NA;NA;2;2;NA;2
4286;NA;NA;NA;NA;3;2;NA;2
4287;NA;NA;NA;NA;2;1;NA;4
4288;NA;NA;NA;NA;1;2;NA;5
4289;NA;NA;NA;NA;2;1;NA;3
4290;NA;NA;NA;NA;2;2;NA;4
4291;NA;NA;NA;NA;3;2;NA;4
4292;NA;NA;NA;NA;4;2;NA;4
4293;NA;NA;NA;NA;2;2;NA;5
4294;NA;NA;NA;NA;1;2;NA;4
4295;NA;NA;NA;NA;3;2;NA;4
4296;NA;NA;NA;NA;1;NA;NA;NA
4297;NA;NA;NA;NA;1;2;NA;3
4298;NA;NA;NA;NA;1;1;NA;2
4299;NA;NA;NA;NA;2;2;NA;4
4300;NA;NA;NA;NA;2;4;NA;4
4301;NA;NA;NA;NA;2;NA;NA;NA
4302;NA;NA;NA;NA;1;1;NA;4
4303;NA;NA;NA;NA;1;4;NA;4
4304;NA;NA;NA;NA;2;1;NA;3
4305;NA;NA;NA;NA;1;1;NA;2
4306;NA;NA;NA;NA;2;NA;NA;NA
4307;NA;NA;NA;NA;3;2;NA;4
4308;NA;NA;NA;NA;5;4;NA;3
4309;NA;NA;NA;NA;2;2;NA;4
4310;NA;NA;NA;NA;1;2;NA;3
4311;NA;NA;NA;NA;2;NA;NA;NA
4312;NA;NA;NA;NA;2;2;NA;3
4313;NA;NA;NA;NA;1;1;NA;4
4314;NA;NA;NA;NA;2;1;NA;4
4315;NA;NA;NA;NA;2;NA;NA;NA
4316;NA;NA;NA;NA;2;3;NA;3
4317;NA;NA;NA;NA;2;1;NA;1
4318;NA;NA;NA;NA;2;1;NA;2
4319;NA;NA;NA;NA;1;NA;NA;NA
4320;NA;NA;NA;NA;2;2;NA;2
4321;NA;NA;NA;NA;1;NA;NA;NA
4322;NA;NA;NA;NA;2;1;NA;4
4323;NA;NA;NA;NA;3;1;NA;2
4324;NA;NA;NA;NA;3;1;NA;4
4325;NA;NA;NA;NA;1;2;NA;2
4326;NA;NA;NA;NA;2;2;NA;5
4327;NA;NA;NA;NA;1;1;NA;4
4328;NA;NA;NA;NA;2;NA;NA;NA
4329;NA;NA;NA;NA;1;2;NA;4
4330;NA;NA;NA;NA;4;4;NA;3
4331;NA;NA;NA;NA;1;NA;NA;NA
4332;NA;NA;NA;NA;1;2;NA;4
4333;NA;NA;NA;NA;2;3;NA;2
4334;NA;NA;NA;NA;1;2;NA;4
4335;NA;NA;NA;NA;2;3;NA;5
4336;NA;NA;NA;NA;1;1;NA;3
4337;NA;NA;NA;NA;4;2;NA;2
4338;NA;NA;NA;NA;2;2;NA;4
4339;NA;NA;NA;NA;2;2;NA;3
4340;NA;NA;NA;NA;4;NA;NA;NA
4341;NA;NA;NA;NA;2;2;NA;4
4342;NA;NA;NA;NA;2;2;NA;4
4343;NA;NA;NA;NA;2;2;NA;4
4344;NA;NA;NA;NA;2;2;NA;4
4345;NA;NA;NA;NA;2;2;NA;4
4346;NA;NA;NA;NA;1;2;NA;4
4347;NA;NA;NA;NA;1;2;NA;4
4348;NA;NA;NA;NA;1;NA;NA;4
4349;NA;NA;NA;NA;1;NA;NA;NA
4350;NA;NA;NA;NA;2;2;NA;4
4351;NA;NA;NA;NA;1;2;NA;4
4352;NA;NA;NA;NA;3;3;NA;3
4353;NA;NA;NA;NA;1;3;NA;5
4354;NA;NA;NA;NA;2;2;NA;3
4355;NA;NA;NA;NA;2;2;NA;4
4356;NA;NA;NA;NA;2;3;NA;4
4357;NA;NA;NA;NA;2;NA;NA;NA
4358;NA;NA;NA;NA;2;NA;NA;NA
4359;NA;NA;NA;NA;1;2;NA;4
4360;NA;NA;NA;NA;1;2;NA;4
4361;NA;NA;NA;NA;1;2;NA;3
4362;NA;NA;NA;NA;2;2;NA;3
4363;NA;NA;NA;NA;2;2;NA;1
4364;NA;NA;NA;NA;1;2;NA;3
4365;NA;NA;NA;NA;1;1;NA;3
4366;NA;NA;NA;NA;2;NA;NA;NA
4367;NA;NA;NA;NA;1;1;NA;5
4368;NA;NA;NA;NA;1;2;NA;4
4369;NA;NA;NA;NA;NA;3;NA;5
4370;NA;NA;NA;NA;3;1;NA;3
4371;NA;NA;NA;NA;2;4;NA;4
4372;NA;NA;NA;NA;2;2;NA;4
4373;NA;NA;NA;NA;1;1;NA;4
4374;NA;NA;NA;NA;NA;1;NA;4
4375;NA;NA;NA;NA;2;2;NA;3
4376;NA;NA;NA;NA;3;3;NA;2
4377;NA;NA;NA;NA;2;2;NA;2
4378;NA;NA;NA;NA;2;2;NA;3
4379;NA;NA;NA;NA;2;NA;NA;NA
4380;NA;NA;NA;NA;3;4;NA;2
4381;NA;NA;NA;NA;2;2;NA;4
4382;NA;NA;NA;NA;1;1;NA;3
4383;NA;NA;NA;NA;2;1;NA;4
4384;NA;NA;NA;NA;2;2;NA;3
4385;NA;NA;NA;NA;1;NA;NA;NA
4386;NA;NA;NA;NA;4;4;NA;4
4387;NA;NA;NA;NA;3;4;NA;3
4388;NA;NA;NA;NA;4;NA;NA;NA
4389;NA;NA;NA;NA;1;1;NA;4
4390;NA;NA;NA;NA;2;NA;NA;NA
4391;NA;NA;NA;NA;2;1;NA;4
4392;NA;NA;NA;NA;2;3;NA;2
4393;NA;NA;NA;NA;4;2;NA;2
4394;NA;NA;NA;NA;3;2;NA;3
4395;NA;NA;NA;NA;1;1;NA;5
4396;NA;NA;NA;NA;1;2;NA;4
4397;NA;NA;NA;NA;1;1;NA;4
4398;NA;NA;NA;NA;2;2;NA;4
4399;NA;NA;NA;NA;4;1;NA;4
4400;NA;NA;NA;NA;3;4;NA;4
4401;NA;NA;NA;NA;1;2;NA;4
4402;NA;NA;NA;NA;5;4;NA;3
4403;NA;NA;NA;NA;1;2;NA;5
4404;NA;NA;NA;NA;1;2;NA;4
4405;NA;NA;NA;NA;3;5;NA;4
4406;NA;NA;NA;NA;2;2;NA;4
4407;NA;NA;NA;NA;1;1;NA;4
4408;NA;NA;NA;NA;1;4;NA;3
4409;NA;NA;NA;NA;2;1;NA;4
4410;NA;NA;NA;NA;2;2;NA;4
4411;NA;NA;NA;NA;2;NA;NA;NA
4412;NA;NA;NA;NA;4;3;NA;3
4413;NA;NA;NA;NA;2;2;NA;4
4414;NA;NA;NA;NA;2;NA;NA;NA
4415;NA;NA;NA;NA;1;1;NA;4
4416;NA;NA;NA;NA;2;NA;NA;NA
4417;NA;NA;NA;NA;2;2;NA;2
4418;NA;NA;NA;NA;1;1;NA;4
4419;NA;NA;NA;NA;NA;1;NA;4
4420;NA;NA;NA;NA;2;4;NA;4
4421;NA;NA;NA;NA;1;1;NA;4
4422;NA;NA;NA;NA;4;2;NA;3
4423;NA;NA;NA;NA;1;1;NA;4
4424;NA;NA;NA;NA;1;2;NA;4
4425;NA;NA;NA;NA;1;2;NA;3
4426;NA;NA;NA;NA;5;1;NA;3
4427;NA;NA;NA;NA;1;NA;NA;4
4428;NA;NA;NA;NA;5;2;NA;4
4429;NA;NA;NA;NA;2;2;NA;1
4430;NA;NA;NA;NA;3;2;NA;2
4431;NA;NA;NA;NA;1;2;NA;3
4432;NA;NA;NA;NA;1;2;NA;4
4433;NA;NA;NA;NA;2;5;NA;4
4434;NA;NA;NA;NA;1;NA;NA;NA
4435;NA;NA;NA;NA;5;2;NA;4
4436;NA;NA;NA;NA;1;2;NA;2
4437;NA;NA;NA;NA;1;1;NA;4
4438;NA;NA;NA;NA;2;NA;NA;NA
4439;NA;NA;NA;NA;1;NA;NA;NA
4440;NA;NA;NA;NA;1;3;NA;3
4441;NA;NA;NA;NA;2;2;NA;4
4442;NA;NA;NA;NA;1;2;NA;4
4443;NA;NA;NA;NA;2;NA;NA;NA
4444;NA;NA;NA;NA;2;2;NA;1
4445;NA;NA;NA;NA;1;1;NA;4
4446;NA;NA;NA;NA;1;1;NA;4
4447;NA;NA;NA;NA;2;NA;NA;NA
