id;sexo;edad;deses16;deses17;deses18;deses19;satis16;satis19
2138;2;61;2;NA;NA;NA;5;NA
2139;1;26;2;1;2;2;2;3
2140;2;42;4;1;2;1;1;4
2141;2;34;1;1;1;1;4;4
2142;1;33;2;1;2;1;4;5
2143;2;59;5;3;4;4;3;4
2144;1;54;1;1;2;1;4;4
2145;1;28;1;1;1;1;4;4
2146;2;49;1;2;1;1;3;4
2147;1;59;2;1;1;1;5;4
2148;2;52;1;NA;NA;NA;3;NA
2149;2;50;1;1;1;3;4;4
2150;1;66;2;3;3;3;4;3
2151;1;44;2;2;NA;NA;3;NA
2152;2;24;1;1;2;NA;4;NA
2153;1;18;1;2;2;1;4;5
2154;2;28;2;1;NA;NA;3;NA
2155;1;42;1;NA;NA;1;4;4
2156;2;27;2;1;NA;NA;2;NA
2157;2;35;2;1;1;1;2;4
2158;2;38;2;2;1;3;3;4
2159;1;56;1;2;3;2;4;3
2160;1;55;1;1;1;1;4;5
2161;1;36;1;2;2;2;5;4
2162;1;30;1;2;1;2;4;2
2163;2;21;2;1;NA;NA;4;NA
2164;2;68;2;NA;NA;NA;5;NA
2165;2;66;1;NA;1;2;4;4
2166;1;31;1;1;2;1;4;4
2167;2;47;2;1;NA;NA;5;NA
2168;2;75;2;2;2;4;3;4
2169;1;40;1;2;NA;2;4;2
2170;2;60;1;2;1;2;5;4
2171;2;52;4;2;4;3;1;3
2172;2;72;1;1;1;1;4;3
2173;2;72;2;1;2;2;4;4
2174;2;55;2;2;2;2;3;4
2175;1;36;1;NA;NA;NA;4;NA
2176;2;46;2;2;1;NA;4;NA
2177;2;34;1;2;NA;2;5;4
2178;2;30;2;2;3;NA;4;NA
2179;2;34;1;1;2;1;4;4
2180;2;33;2;1;NA;2;4;2
2181;2;54;1;1;1;1;4;4
2182;1;30;2;2;2;2;4;5
2183;2;55;1;2;2;1;5;4
2184;1;32;2;NA;NA;NA;3;NA
2185;2;65;1;1;1;2;2;4
2186;2;27;1;2;4;2;4;4
2187;1;58;1;2;2;1;5;4
2188;2;60;1;1;1;1;4;4
2189;2;46;2;NA;NA;NA;4;NA
2190;2;18;2;1;1;1;4;5
2191;2;56;1;1;NA;NA;4;NA
2192;2;32;2;NA;NA;NA;4;NA
2193;2;40;3;NA;NA;1;4;4
2194;2;47;2;2;5;NA;4;NA
2195;2;30;2;4;NA;NA;4;NA
2196;2;44;1;2;5;2;4;3
2197;2;45;1;2;2;2;4;4
2198;2;72;1;2;1;1;5;4
2199;2;65;1;1;2;2;4;2
2200;2;36;1;2;2;4;3;4
2201;1;60;1;1;1;2;5;4
2202;2;56;2;4;2;1;4;3
2203;1;30;1;1;1;2;4;3
2204;2;42;2;2;1;2;4;4
2205;2;40;1;1;1;1;4;3
2206;2;56;1;1;NA;2;3;4
2207;1;27;2;3;2;2;4;4
2208;1;28;1;NA;NA;NA;4;NA
2209;1;32;1;2;NA;NA;5;NA
2210;2;21;2;2;NA;NA;4;NA
2211;2;58;1;1;2;3;5;4
2212;1;65;2;1;NA;NA;3;NA
2213;2;33;2;2;2;1;4;5
2214;1;37;3;2;NA;NA;2;NA
2215;2;63;3;3;5;2;4;4
2216;2;47;1;1;3;2;3;4
2217;1;60;1;NA;NA;NA;5;NA
2218;1;60;1;1;2;2;4;4
2219;2;36;2;4;4;NA;4;NA
2220;1;60;1;2;1;2;5;5
2221;2;54;1;1;2;1;4;4
2222;2;25;1;1;NA;NA;4;NA
2223;2;18;1;2;3;2;2;2
2224;2;56;1;2;1;1;4;4
2225;1;67;1;2;2;NA;4;NA
2226;2;22;1;2;NA;1;4;5
2227;2;35;1;1;1;2;4;4
2228;2;49;2;2;2;2;4;4
2229;1;44;1;2;2;1;2;3
2230;2;49;1;2;2;2;4;3
2231;1;74;1;1;2;1;5;4
2232;1;58;4;2;3;5;2;1
2233;2;68;1;1;2;1;4;4
2234;2;40;1;2;2;2;4;4
2235;2;53;1;2;1;3;4;4
2236;2;39;1;2;2;2;4;4
2237;1;59;1;NA;NA;NA;1;NA
2238;2;21;2;2;1;2;3;4
2239;2;30;2;1;1;1;5;4
2240;2;33;1;2;2;2;2;3
2241;1;19;1;NA;2;NA;4;NA
2242;1;67;1;1;2;2;4;4
2243;2;26;2;3;5;3;4;4
2244;1;37;1;NA;NA;NA;4;NA
2245;2;47;2;3;NA;NA;3;NA
2246;1;66;1;3;2;2;5;4
2247;2;43;2;1;4;5;4;1
2248;2;65;2;2;2;2;3;2
2249;2;74;2;3;2;2;4;4
2250;2;55;4;1;1;NA;2;NA
2251;1;67;1;1;1;1;5;2
2252;1;52;1;1;2;2;5;5
2253;2;20;2;1;NA;NA;5;NA
2254;1;34;1;2;3;2;5;4
2255;1;18;3;3;2;4;2;4
2256;1;65;1;1;1;1;5;5
2257;1;63;1;1;1;1;4;4
2258;2;46;NA;1;1;NA;4;4
2259;2;75;1;1;NA;NA;4;NA
2260;2;39;2;2;NA;NA;4;NA
2261;2;20;2;2;1;2;4;4
2262;2;43;1;NA;NA;NA;5;NA
2263;1;47;1;NA;3;2;3;4
2264;1;50;1;2;1;1;5;4
2265;2;45;1;1;1;1;4;3
2266;2;25;1;4;NA;NA;4;NA
2267;1;32;1;NA;NA;NA;4;NA
2268;2;22;1;2;2;2;4;4
2269;1;72;1;1;2;2;4;4
2270;2;73;1;1;1;1;4;5
2271;2;70;1;1;3;2;4;4
2272;2;38;1;1;1;2;5;4
2273;1;24;3;2;2;2;4;4
2274;1;78;1;2;NA;NA;4;NA
2275;2;35;2;1;1;2;4;3
2276;2;51;1;NA;NA;NA;4;NA
2277;2;50;1;1;NA;NA;4;NA
2278;2;41;1;NA;NA;NA;4;NA
2279;1;68;1;2;NA;NA;5;NA
2280;2;51;1;4;NA;NA;5;NA
2281;2;38;1;1;2;2;4;4
2282;1;50;1;1;NA;NA;5;NA
2283;2;40;1;1;NA;NA;4;NA
2284;2;60;1;4;2;2;3;4
2285;2;44;1;1;1;2;3;4
2286;2;38;2;1;1;2;2;4
2287;2;47;1;1;2;1;4;4
2288;2;34;2;2;2;2;4;5
2289;2;66;4;2;3;3;4;3
2290;2;32;2;3;3;3;3;3
2291;2;62;4;1;2;2;4;4
2292;1;24;1;1;NA;NA;4;NA
2293;1;73;2;1;2;1;5;4
2294;2;23;1;2;2;1;4;4
2295;1;37;1;2;1;1;3;4
2296;1;46;1;2;2;1;3;4
2297;2;37;1;NA;NA;NA;4;NA
2298;2;28;1;1;NA;2;5;5
2299;2;60;2;4;1;2;4;4
2300;1;24;2;1;1;2;3;5
2301;1;66;5;NA;NA;NA;1;NA
2302;1;38;2;1;NA;NA;4;NA
2303;1;40;1;1;2;1;5;4
2304;1;59;1;4;2;3;4;4
2305;2;45;2;NA;NA;2;2;3
2306;1;63;3;3;1;3;2;4
2307;2;60;1;2;3;2;4;5
2308;2;61;1;1;2;2;4;4
2309;2;25;1;2;3;1;3;4
2310;2;73;2;3;3;NA;5;NA
2311;2;27;2;2;4;2;4;3
2312;2;75;2;2;4;2;4;4
2313;1;48;1;NA;1;1;4;4
2314;2;67;1;1;2;2;4;5
2315;2;41;2;1;1;1;3;5
2316;2;72;2;3;3;3;4;4
2317;1;19;1;1;NA;NA;4;NA
2318;1;44;2;5;3;2;4;4
2319;2;74;1;1;1;2;4;4
2320;2;40;1;2;4;4;4;4
2321;1;44;2;2;NA;NA;4;NA
2322;2;61;2;2;2;2;4;4
2323;2;58;2;1;1;1;2;5
2324;1;70;2;2;1;2;4;4
2325;1;65;2;1;1;1;4;4
2326;2;56;2;2;NA;2;4;4
2327;2;29;1;2;1;1;4;4
2328;1;52;2;NA;NA;2;4;4
2329;1;36;2;2;2;3;2;2
2330;2;51;2;2;4;4;3;2
2331;2;35;2;2;NA;2;4;3
2332;1;60;1;NA;NA;NA;4;NA
2333;2;27;2;2;1;1;4;4
2334;2;48;2;2;2;5;3;5
2335;2;69;2;4;2;2;3;2
2336;2;42;2;NA;2;2;4;5
2337;1;46;2;1;NA;2;4;2
2338;2;25;1;2;1;1;3;4
2339;1;51;2;1;NA;2;4;4
2340;1;26;4;1;1;2;2;4
2341;1;20;1;1;3;5;5;3
2342;2;62;1;2;2;1;1;3
2343;1;33;1;NA;NA;NA;4;NA
2344;2;30;1;NA;NA;NA;4;NA
2345;1;47;1;2;2;2;3;3
2346;2;45;1;1;2;1;4;4
2347;2;41;1;2;NA;2;4;5
2348;2;48;1;1;1;2;4;4
2349;1;64;1;1;2;1;4;4
2350;2;73;1;1;1;2;4;5
2351;2;49;2;NA;NA;NA;2;NA
2352;NA;NA;NA;NA;2;NA;NA;NA
2353;2;62;1;2;1;1;4;2
2354;2;40;3;2;2;2;3;3
2355;2;51;3;3;3;4;4;3
2356;2;23;2;NA;2;2;4;2
2357;2;47;2;3;2;1;4;4
2358;2;32;1;1;1;2;5;4
2359;2;52;2;2;4;2;4;4
2360;2;21;2;2;3;1;2;4
2361;2;24;2;NA;NA;NA;4;NA
2362;1;57;1;1;NA;1;4;4
2363;1;30;2;NA;NA;2;3;3
2364;2;50;3;NA;3;2;4;4
2365;2;33;2;2;NA;2;4;3
2366;2;28;2;1;2;3;2;2
2367;1;36;1;2;NA;1;1;4
2368;2;22;1;2;1;2;4;2
2369;1;38;1;1;1;NA;3;NA
2370;2;61;1;1;1;2;4;4
2371;2;55;1;1;NA;NA;1;NA
2372;2;46;1;2;NA;NA;3;NA
2373;1;21;1;2;1;2;4;4
2374;1;55;1;2;1;1;4;4
2375;1;46;2;2;2;2;5;2
2376;2;30;2;2;2;3;5;4
2377;2;49;1;1;2;2;5;4
2378;2;33;1;2;2;2;4;4
2379;2;35;2;3;2;2;4;4
2380;1;59;1;1;NA;1;5;4
2381;1;36;1;NA;NA;NA;4;NA
2382;2;23;2;4;2;2;4;4
2383;2;42;1;1;1;1;5;4
2384;2;52;5;4;5;4;4;3
2385;2;67;2;2;2;2;4;4
2386;2;70;2;3;2;2;3;3
2387;2;53;1;1;4;NA;4;NA
2388;1;63;1;1;1;1;5;5
2389;2;66;1;2;2;NA;1;NA
2390;1;21;1;2;2;NA;3;NA
2391;2;36;1;NA;NA;NA;4;NA
2392;2;57;2;NA;2;2;3;2
2393;1;41;1;2;1;2;4;4
2394;2;71;5;5;5;5;4;5
2395;1;56;2;2;2;2;4;4
2396;1;50;2;2;2;2;4;4
2397;2;75;1;2;1;NA;4;NA
2398;2;75;2;1;NA;NA;4;NA
2399;2;30;1;1;NA;NA;4;NA
2400;1;23;1;1;1;NA;1;NA
2401;1;42;3;2;2;2;4;4
2402;2;33;1;1;2;5;4;4
2403;1;37;1;1;1;2;4;4
2404;2;25;2;1;2;2;4;4
2405;2;58;2;2;2;2;4;4
2406;1;52;1;2;NA;NA;4;NA
2407;2;63;2;5;1;2;4;5
2408;2;57;1;1;NA;2;4;4
2409;2;31;2;2;2;2;3;3
2410;2;54;1;3;2;2;1;3
2411;1;21;2;NA;NA;NA;4;NA
2412;2;26;2;NA;NA;NA;3;NA
2413;2;57;2;3;2;1;2;3
2414;2;44;3;2;4;1;3;5
2415;1;43;1;1;NA;1;5;4
2416;2;18;2;2;2;2;4;2
2417;1;44;2;4;4;2;4;2
2418;1;75;1;2;NA;NA;4;NA
2419;2;53;1;NA;NA;NA;4;NA
2420;2;52;2;3;2;2;4;2
2421;2;54;4;2;4;4;4;4
2422;2;51;2;4;2;2;4;4
2423;2;42;1;1;1;2;4;4
2424;1;52;2;1;1;NA;4;NA
2425;1;75;2;2;3;2;4;4
2426;2;73;1;NA;NA;NA;1;NA
2427;1;28;1;1;1;1;5;4
2428;2;48;1;2;2;2;5;5
2429;2;43;1;1;2;2;3;3
2430;1;45;1;1;1;1;4;3
2431;2;65;2;NA;2;1;3;4
2432;1;22;1;2;2;1;4;3
2433;2;57;2;2;2;2;4;4
2434;2;20;1;NA;NA;NA;2;NA
2435;1;52;1;1;1;NA;4;NA
2436;1;23;1;1;1;1;3;4
2437;2;18;1;1;1;2;4;5
2438;1;30;1;1;1;1;4;4
2439;2;54;4;NA;1;NA;4;NA
2440;1;34;1;NA;1;1;4;4
2441;1;53;1;NA;1;2;4;4
2442;1;42;2;1;NA;2;4;5
2443;2;37;1;1;2;2;4;4
2444;2;40;1;NA;NA;NA;4;NA
2445;2;57;1;1;2;1;4;4
2446;2;19;2;2;NA;3;4;4
2447;2;53;4;2;3;4;4;2
2448;2;57;1;1;NA;1;4;4
2449;1;28;1;1;1;2;4;4
2450;2;74;1;2;2;2;4;4
2451;1;36;1;2;1;2;4;5
2452;2;73;1;1;1;1;4;5
2453;2;42;1;NA;NA;NA;4;NA
2454;1;68;1;NA;1;NA;4;NA
2455;2;29;4;1;4;2;4;2
2456;2;24;2;2;2;2;4;4
2457;2;54;1;NA;NA;NA;4;NA
2458;2;21;2;3;2;1;4;3
2459;2;50;2;1;1;2;4;4
2460;2;55;2;3;NA;1;4;4
2461;1;40;1;1;NA;NA;5;NA
2462;1;42;2;3;2;1;4;4
2463;2;66;2;3;2;4;4;5
2464;2;32;2;3;NA;2;4;4
2465;2;62;2;3;4;2;4;4
2466;2;31;2;3;2;1;4;4
2467;2;50;2;4;1;1;4;2
2468;2;40;2;NA;NA;NA;5;NA
2469;2;30;2;1;1;1;4;5
2470;2;54;1;1;2;2;5;4
2471;2;33;4;2;2;NA;3;NA
2472;2;49;2;2;NA;2;5;3
2473;1;63;1;1;2;2;5;3
2474;1;28;2;NA;2;3;3;4
2475;2;46;2;NA;2;NA;4;NA
2476;2;44;1;1;1;2;3;3
2477;2;22;3;NA;NA;NA;4;NA
2478;2;39;2;1;1;4;2;2
2479;1;42;2;3;NA;3;5;5
2480;1;60;2;2;NA;2;4;4
2481;2;48;2;1;2;2;5;4
2482;1;44;1;1;5;2;5;3
2483;1;31;2;2;1;1;5;5
2484;2;25;1;NA;3;NA;2;NA
2485;2;42;4;2;1;3;2;2
2486;2;19;2;2;2;2;4;3
2487;2;25;1;2;NA;2;3;2
2488;1;28;2;1;NA;NA;4;NA
2489;1;39;1;1;NA;NA;3;NA
2490;2;24;2;1;NA;NA;2;NA
2491;2;48;2;1;NA;NA;5;NA
2492;1;22;1;3;2;2;4;3
2493;1;62;4;5;NA;NA;1;NA
2494;1;48;1;1;3;1;4;4
2495;1;47;1;1;1;1;4;4
2496;2;21;1;1;1;1;4;4
2497;2;19;1;1;NA;1;4;4
2498;2;30;2;3;2;2;3;3
2499;1;58;1;2;NA;NA;4;NA
2500;2;46;2;1;5;1;2;4
2501;1;58;2;1;2;1;5;4
2502;2;71;2;1;NA;NA;4;NA
2503;2;58;2;1;3;1;1;2
2504;2;38;1;1;1;NA;4;NA
2505;2;50;2;1;4;2;4;4
2506;2;45;2;1;1;NA;3;NA
2507;2;49;2;2;2;2;4;4
2508;2;50;4;1;1;NA;2;NA
2509;2;31;3;1;NA;NA;3;NA
2510;1;69;2;2;1;NA;4;NA
2511;1;75;1;2;1;1;4;2
2512;1;59;2;2;NA;2;4;4
2513;1;45;2;3;2;2;2;3
2514;1;51;1;1;1;1;4;4
2515;2;22;1;NA;NA;NA;4;NA
2516;1;24;2;1;2;2;5;5
2517;2;19;2;4;NA;NA;4;NA
2518;2;38;1;NA;NA;NA;4;NA
2519;1;39;2;NA;NA;NA;4;NA
2520;1;22;1;NA;NA;NA;4;NA
2521;2;71;3;3;NA;NA;4;NA
2522;1;46;1;1;1;5;4;5
2523;2;26;2;NA;NA;NA;4;NA
2524;1;39;2;NA;NA;NA;4;NA
2525;2;45;3;2;NA;NA;3;NA
2526;1;36;2;1;1;1;4;5
2527;2;59;2;2;3;2;3;4
2528;2;52;2;1;2;1;2;4
2529;2;60;1;1;1;1;4;4
2530;2;57;1;2;2;2;4;4
2531;2;52;2;2;2;1;4;2
2532;1;44;2;NA;NA;NA;4;NA
2533;1;38;2;1;3;NA;4;NA
2534;2;56;2;2;2;2;4;5
2535;1;28;2;5;2;2;4;3
2536;2;68;4;2;2;2;3;4
2537;2;35;5;NA;3;NA;4;4
2538;2;43;2;NA;2;NA;3;NA
2539;2;50;1;1;4;2;4;5
2540;2;64;2;1;1;2;4;5
2541;2;39;2;1;2;1;4;5
2542;2;22;2;NA;NA;NA;4;NA
2543;2;34;1;2;NA;1;5;4
2544;2;58;1;4;1;1;4;4
2545;1;44;2;NA;NA;NA;5;NA
2546;2;18;2;2;2;3;4;4
2547;1;71;4;2;1;2;4;3
2548;1;72;1;NA;NA;NA;4;NA
2549;2;21;2;2;NA;NA;5;NA
2550;2;46;2;4;2;2;4;3
2551;2;29;2;2;1;NA;5;NA
2552;2;56;2;1;2;2;4;2
2553;1;31;2;NA;NA;NA;5;NA
2554;2;55;1;NA;5;2;4;3
2555;1;55;1;2;2;2;4;3
2556;2;42;2;NA;NA;NA;5;NA
2557;1;24;2;1;1;1;2;4
2558;2;63;1;2;1;1;5;5
2559;1;62;2;NA;NA;NA;4;NA
2560;2;55;2;1;2;2;4;4
2561;1;71;4;2;4;NA;4;NA
2562;2;59;4;NA;NA;NA;4;NA
2563;2;58;2;4;5;4;5;4
2564;1;49;1;2;1;NA;5;NA
2565;2;35;1;2;1;1;5;5
2566;2;74;1;3;2;2;4;3
2567;1;33;1;2;1;1;4;5
2568;2;53;1;1;2;1;5;3
2569;1;62;5;4;2;2;4;4
2570;1;62;2;1;2;2;3;4
2571;1;58;1;1;1;1;5;5
2572;2;52;2;2;1;NA;4;NA
2573;1;19;1;NA;NA;NA;4;NA
2574;1;59;1;1;1;1;4;5
2575;1;56;1;NA;1;1;4;3
2576;2;35;1;1;2;NA;4;NA
2577;2;67;2;1;1;2;4;5
2578;2;54;1;2;2;1;3;4
2579;2;39;2;4;3;2;4;4
2580;2;34;2;4;NA;NA;3;NA
2581;1;26;2;3;2;2;4;3
2582;2;48;2;NA;2;2;3;4
2583;2;48;2;2;1;2;3;5
2584;2;22;2;NA;NA;NA;3;NA
2585;2;45;3;2;2;2;2;4
2586;2;51;1;2;1;NA;4;NA
2587;1;55;1;5;2;3;5;2
2588;2;62;1;1;2;4;4;2
2589;1;21;1;1;4;4;3;4
2590;2;59;2;1;NA;NA;5;NA
2591;2;53;1;2;1;2;4;5
2592;2;66;4;2;1;2;3;4
2593;2;77;1;1;1;1;3;4
2594;2;21;5;2;2;2;3;3
2595;1;44;2;NA;NA;2;2;4
2596;1;55;2;2;2;1;4;4
2597;1;27;1;1;NA;2;4;5
2598;1;51;1;2;1;2;3;4
2599;2;25;1;1;NA;2;4;4
2600;2;47;2;2;3;4;4;4
2601;1;37;2;2;2;2;3;4
2602;2;55;2;2;4;5;2;1
2603;2;55;2;NA;NA;2;5;4
2604;2;25;1;1;2;NA;4;NA
2605;2;28;2;4;2;2;4;4
2606;2;28;2;3;2;2;4;4
2607;2;41;1;1;2;2;3;4
2608;2;48;2;1;NA;NA;4;NA
2609;2;53;2;4;2;2;4;4
2610;2;41;2;2;1;2;2;4
2611;2;48;1;NA;NA;NA;4;NA
2612;1;51;2;2;3;1;4;4
2613;1;26;5;4;5;3;2;3
2614;1;25;1;1;1;NA;4;NA
2615;1;75;1;1;2;2;4;4
2616;2;26;1;1;2;2;4;4
2617;1;31;2;3;1;1;3;4
2618;2;64;2;1;1;1;4;5
2619;1;28;1;2;NA;NA;4;NA
2620;2;48;3;1;3;3;4;3
2621;1;58;1;2;1;2;4;2
2622;2;42;2;2;3;NA;4;NA
2623;1;29;3;2;1;2;4;4
2624;2;26;2;3;3;2;5;4
2625;2;29;3;2;3;NA;2;NA
2626;1;45;1;2;2;2;2;5
2627;1;46;2;NA;NA;NA;4;NA
2628;2;64;2;NA;NA;NA;3;NA
2629;2;20;2;3;3;3;4;4
2630;2;21;2;1;2;2;4;3
2631;1;35;1;1;NA;NA;4;NA
2632;2;38;2;1;2;1;4;4
2633;2;57;1;2;2;2;4;3
2634;2;63;5;2;3;5;4;2
2635;2;46;1;2;2;2;5;4
2636;1;53;2;3;5;2;3;3
2637;1;21;2;2;NA;2;3;3
2638;1;45;2;2;5;2;3;4
2639;2;51;2;2;1;4;4;2
2640;2;59;1;2;NA;NA;5;NA
2641;1;56;2;1;NA;NA;4;NA
2642;1;36;2;2;NA;NA;3;NA
2643;2;72;1;1;NA;NA;5;NA
2644;2;48;4;2;4;2;4;3
2645;1;30;1;NA;NA;NA;4;NA
2646;2;56;2;3;4;3;2;2
2647;2;23;1;2;1;NA;5;NA
2648;2;26;1;1;1;1;5;4
2649;1;64;1;NA;NA;NA;4;NA
2650;2;25;2;1;1;1;4;5
2651;1;32;5;5;2;2;4;3
2652;2;35;2;4;1;2;4;4
2653;2;31;1;1;2;1;4;4
2654;2;56;4;2;5;4;2;2
2655;1;56;1;2;2;2;4;3
2656;1;28;3;1;2;2;4;4
2657;2;26;1;NA;NA;NA;4;NA
2658;2;50;1;2;2;2;4;2
2659;2;47;1;1;3;1;4;2
2660;2;53;1;1;1;5;4;5
2661;2;48;2;2;2;2;5;NA
2662;1;49;1;1;1;1;4;5
2663;1;33;1;1;1;1;4;5
2664;2;53;3;2;2;1;3;5
2665;2;46;2;2;2;2;4;5
2666;2;54;2;2;2;4;3;1
2667;2;41;2;1;2;2;4;4
2668;2;68;4;4;2;5;2;3
2669;2;38;1;2;NA;5;2;3
2670;2;33;1;NA;NA;NA;4;NA
2671;2;40;2;2;3;2;2;3
2672;2;54;2;NA;NA;NA;4;NA
2673;2;36;1;2;2;1;5;5
2674;2;56;1;1;NA;NA;5;NA
2675;1;38;3;4;NA;NA;2;NA
2676;2;65;2;2;NA;2;4;4
2677;2;26;1;2;1;4;4;3
2678;2;69;2;4;2;5;4;5
2679;2;36;2;1;1;1;4;4
2680;2;21;4;1;2;NA;4;NA
2681;2;40;1;1;3;2;2;1
2682;2;54;2;1;1;1;2;5
2683;2;45;2;2;3;3;3;4
2684;1;67;1;NA;NA;NA;3;NA
2685;2;44;3;2;2;2;3;3
2686;2;53;2;2;3;2;3;2
2687;2;55;1;2;1;1;3;5
2688;2;62;3;1;2;2;4;4
2689;2;67;4;2;NA;5;3;1
2690;2;52;2;2;2;3;3;4
2691;2;41;5;2;1;1;4;5
2692;1;22;2;1;1;2;5;4
2693;1;21;2;4;4;4;3;4
2694;1;28;2;2;2;2;3;4
2695;1;24;1;NA;NA;NA;5;NA
2696;1;18;2;1;NA;NA;3;NA
2697;2;24;2;1;4;NA;4;NA
2698;1;34;1;1;NA;NA;4;NA
2699;2;36;2;2;NA;1;4;4
2700;2;30;2;2;2;2;3;5
2701;2;38;1;1;NA;2;4;4
2702;2;22;1;1;2;1;4;4
2703;1;32;2;1;NA;NA;4;NA
2704;2;43;2;4;NA;NA;2;NA
2705;2;27;4;2;2;2;3;4
2706;1;56;1;2;NA;NA;4;NA
2707;1;55;4;2;3;4;2;2
2708;2;42;3;4;4;1;3;4
2709;2;46;5;4;4;1;4;4
2710;1;22;1;1;2;1;4;4
2711;2;57;2;NA;NA;NA;4;NA
2712;2;57;3;5;4;NA;3;NA
2713;2;27;2;1;NA;NA;4;NA
2714;2;65;4;2;4;3;3;3
2715;2;58;2;2;2;2;5;4
2716;2;52;5;2;2;1;4;4
2717;2;32;2;NA;NA;NA;4;NA
2718;2;51;2;2;NA;NA;3;NA
2719;1;28;1;2;NA;NA;5;NA
2720;1;64;1;3;1;5;4;1
2721;1;28;3;2;NA;NA;2;NA
2722;2;49;1;2;NA;NA;4;NA
2723;2;29;2;2;3;2;4;NA
2724;2;28;3;1;2;NA;3;NA
2725;2;41;3;3;2;1;3;4
2726;2;65;4;NA;2;2;2;1
2727;2;52;1;2;2;1;4;4
2728;2;20;1;1;1;3;4;4
2729;2;38;1;2;1;NA;4;NA
2730;2;19;2;2;2;1;4;4
2731;1;22;2;2;2;3;4;3
2732;2;19;4;5;2;5;2;2
2733;2;20;1;1;2;NA;4;NA
2734;1;60;2;4;1;1;4;2
2735;1;40;1;1;1;2;4;4
2736;2;44;2;1;NA;NA;4;NA
2737;2;58;1;1;1;2;3;1
2738;2;47;2;2;2;2;2;2
2739;1;70;1;2;1;1;4;4
2740;2;27;1;2;1;1;4;3
2741;2;67;2;2;2;2;4;4
2742;2;30;2;2;NA;3;4;4
2743;2;49;2;4;2;2;4;4
2744;2;23;2;2;NA;NA;4;NA
2745;1;27;1;1;NA;NA;4;NA
2746;2;27;2;2;NA;NA;5;NA
2747;1;31;2;1;1;4;4;5
2748;1;63;1;1;1;NA;3;NA
2749;2;28;2;2;2;2;3;3
2750;1;45;1;2;2;2;4;4
2751;2;42;2;NA;NA;NA;3;NA
2752;2;63;2;3;2;NA;2;NA
2753;1;64;1;2;1;1;3;3
2754;1;56;1;2;2;2;4;4
2755;1;37;2;NA;1;NA;3;NA
2756;1;73;1;2;2;2;3;3
2757;2;74;2;2;NA;NA;4;NA
2758;2;59;2;2;2;2;4;2
2759;2;51;2;2;1;2;3;3
2760;2;53;3;3;5;2;3;3
2761;1;48;1;1;1;2;4;4
2762;2;32;2;2;2;2;4;4
2763;1;37;2;2;1;1;4;4
2764;2;21;2;1;1;1;5;3
2765;2;30;1;1;3;2;3;3
2766;2;32;1;2;3;2;5;5
2767;2;55;2;2;2;2;3;3
2768;1;37;1;2;NA;NA;4;NA
2769;2;70;5;5;5;4;4;4
2770;1;34;1;1;1;1;4;4
2771;2;38;2;1;2;2;4;4
2772;1;28;2;2;2;2;4;5
2773;1;71;1;1;1;2;4;4
2774;2;21;1;1;1;NA;4;NA
2775;1;31;1;NA;NA;NA;4;NA
2776;1;36;1;NA;1;NA;5;NA
2777;2;21;2;NA;NA;NA;3;NA
2778;1;67;2;3;1;1;1;4
2779;2;39;2;2;2;2;1;4
2780;1;24;2;NA;NA;NA;2;NA
2781;2;22;1;NA;NA;NA;5;NA
2782;2;42;1;3;NA;NA;3;NA
2783;1;73;1;1;1;1;4;4
2784;2;46;4;1;4;2;2;4
2785;2;65;2;1;1;2;5;3
2786;2;56;1;2;NA;NA;2;NA
2787;1;52;2;2;2;1;4;4
2788;2;41;1;1;1;1;5;4
2789;2;52;1;2;3;2;3;4
2790;1;32;1;1;1;2;4;2
2791;1;34;1;3;2;NA;4;NA
2792;1;36;1;1;1;2;4;4
2793;1;42;1;NA;1;NA;4;NA
2794;2;31;1;1;2;2;4;2
2795;1;32;2;1;2;NA;4;NA
2796;2;55;2;NA;NA;2;3;4
2797;2;68;2;2;1;2;4;4
2798;2;29;2;2;1;2;3;4
2799;2;27;2;NA;NA;NA;3;NA
2800;2;49;2;1;1;NA;2;NA
2801;1;32;2;1;1;1;4;5
2802;1;48;2;2;1;2;3;5
2803;2;74;1;3;1;1;4;4
2804;2;46;3;1;2;2;3;2
2805;2;38;1;1;1;2;3;2
2806;2;53;2;3;2;2;4;4
2807;2;55;1;1;NA;2;4;4
2808;2;34;2;2;NA;NA;4;NA
2809;2;31;2;2;2;1;4;4
2810;2;48;1;1;2;1;4;4
2811;2;46;1;NA;NA;NA;4;NA
2812;1;23;2;1;1;2;3;4
2813;2;49;2;NA;3;4;4;4
2814;1;57;1;1;1;2;5;4
2815;2;48;1;4;2;3;4;4
2816;1;58;1;1;1;NA;4;NA
2817;1;30;2;1;1;1;4;4
2818;1;53;1;1;1;1;4;4
2819;1;53;1;1;1;1;4;4
2820;2;51;1;1;NA;2;4;4
2821;1;50;2;3;1;2;3;4
2822;1;56;1;2;1;2;4;4
2823;1;34;2;NA;2;2;4;3
2824;1;55;2;2;2;4;4;3
2825;1;36;1;1;NA;1;3;4
2826;1;65;2;2;1;2;4;4
2827;1;56;1;NA;NA;NA;3;NA
2828;1;63;1;1;2;2;5;4
2829;2;47;2;2;3;1;3;4
2830;1;47;2;NA;NA;1;5;4
2831;2;41;1;1;1;1;5;5
2832;2;38;1;NA;NA;1;4;5
2833;2;32;1;1;2;1;4;2
2834;1;65;3;NA;NA;1;4;2
